mobile,firstName,lastName,package
707759347,Irene,Achieng,100
790149027,Linda,Wambui,100
797103484,Cynthia,Kariuki,350
r731716162,Cynthia,Odhiambo,500
730258121,John,Kamau,50
2547247f4252,Linda,Omondi,2048
716864654,Rita,Ochieng,500
714916389,Brian,Ochieng,1024
727228490,Cynthia,Korir,5120
703122327,Grace,Ochieng,2048
714718543,David,Korir,5120
720847344,Mary,Korir,100
772813215,Irene,Omondi,50
706305464,Cynthia,Mwangi,500
2.54778E+11,Alex,Kariuki,350
795853558,Kevin,Ochieng,350
715271688,Linda,Mutua,5120
744273907,Daniel,Kamau,500
718833658,Samuel,Ochieng,200
716691985,Ann,Kariuki,2048
2.54756E+11,Daniel,Kamau,2048
747366930,Peter,Kamau,100
2.54757E+11,Irene,Otieno,500
79,Rita,Kamau,100
2.548E+11,Linda,Otieno,500
722820112,David,Kiptoo,500
71,Alex,Odhiambo,100
716769485,Kevin,Mutiso,1024
729435029,Peter,Mutiso,5120
795065361,Daniel,Mwangi,200
2.54707E+11,Mary,Kariuki,2048
2.54701E+11,Cynthia,Wambui,350
73,Samuel,Mutua,200
2.54756E+11,Jane,Mutiso,100
07B7839939,Cynthia,Korir,50
799455334,Linda,Kamau,500
2.547E+11,Brian,Otieno,500
2.54702E+11,David,Achieng,50
797087898,Alex,Wambui,500
700978646,Grace,Mutua,1024
796932716,Cynthia,Mutiso,100
75,Irene,Wambui,100
2.54747E+11,Kevin,Omondi,3072
2.54799E+11,Alex,Kariuki,350
2.54706E+11,Irene,Kiptoo,350
2.54721E+11,Jane,Mwangi,200
797259298,Ann,Otieno,5120
730241851,Brian,Odhiambo,350
792138556,Linda,Mutiso,3072
741819860,Peter,Kamau,50
713243570,Alex,Wambui,5120
745450782,Mary,Odhiambo,5120
746072346,Alex,Kiptoo,350
2.54718E+11,Samuel,Mwangi,200
2.54714E+11,John,Omondi,3072
2.54743E+11,Linda,Otieno,350
2.54745E+11,Jane,Kiptoo,100
737033762,Kevin,Mutiso,5120
712822264,John,Korir,500
2.54749E+11,Peter,Mutua,3072
715,Kevin,Mutua,50
793308420,Daniel,Odhiambo,50
2.54775E+11,Peter,Kiptoo,350
D715913768,Alex,Kiptoo,5120
70426,Rita,Mutua,50
725523845,Cynthia,Odhiambo,1024
798274274,Mary,Omondi,50
2.54749E+11,Brian,Otieno,2048
2.54723E+11,Samuel,Kamau,50
2.5476E+11,Ann,Kamau,3072
755444651,David,Mutiso,500
2.54703E+11,Kevin,Kariuki,100
740857517,Grace,Mutua,350
770520325,Samuel,Ochieng,3072
706163818,Cynthia,Kiptoo,500
2.54772E+11,John,Wambui,500
724107201,Alex,Mutiso,100
710967293,Rita,Achieng,350
718669590,Daniel,Odhiambo,200
758061580,Mary,Achieng,50
778594164,Mary,Mutua,2048
2.54704E+11,Rita,Kiptoo,350
778,Grace,Wambui,500
792866092,Grace,Wambui,200
722120232,Samuel,Ochieng,50
2.54736E+11,Mary,Mutua,200
2.54719E+11,David,Njoroge,5120
779267911,Irene,Kariuki,200
795630909,Jane,Ochieng,50
2.54708E+11,Irene,Odhiambo,3072
2.54777E+11,Samuel,Njoroge,1024
706110813,Rita,Odhiambo,2048
2.54702E+11,Peter,Achieng,5120
2.54794E+11,Jane,Njoroge,350
798952070,Cynthia,Kamau,50
724984882,Ann,Achieng,50
727413699,Irene,Omondi,2048
2.54713E+11,Rita,Korir,5120
743790658,John,Mwangi,100
2.54704E+11,Rita,Achieng,500
712872612,Ann,Omondi,500
2.5479E+11,Alex,Njoroge,100
729731471,Grace,Kiptoo,500
731438652,Kevin,Kariuki,200
795101046,Samuel,Korir,50
2.54725E+11,Irene,Wambui,350
799724434,Samuel,Kamau,350
716663489,Irene,Otieno,500
749326568,Alex,Omondi,500
2.54734E+11,Rita,Mwangi,200
2.54702E+11,Mary,Mwangi,50
796188754,Cynthia,Njoroge,500
2.54718E+11,Mary,Kariuki,1024
773377037,Kevin,Kariuki,2048
792276747,Jane,Mutua,5120
2.54796E+11,Kevin,Kiptoo,3072
797800939,Peter,Achieng,1024
2.54744E+11,Ann,Kariuki,3072
2.54791E+11,Cynthia,Kamau,100
2.54729E+11,Rita,Kariuki,50
2.54796E+11,Alex,Njoroge,3072
749566670,Cynthia,Otieno,1024
742851289,David,Mutua,500
2.54753E+11,Irene,Mutiso,100
796497887,Ann,Kariuki,100
725655383,David,Odhiambo,500
2.54794E+11,Grace,Ochieng,100
712087332,Linda,Kiptoo,100
721231175,Ann,Kiptoo,1024
746509771,Cynthia,Njoroge,5120
2.54758E+11,Peter,Odhiambo,500
2.54799E+11,John,Kamau,1024
o71060O510,Linda,Kiptoo,500
795981828,Samuel,Achieng,350
770557618,Brian,Ochieng,100
2.54724E+11,Mary,Ochieng,500
715386979,Cynthia,Ochieng,1024
2.548E+11,Rita,Odhiambo,1024
2.54704E+11,Jane,Mutiso,1024
2.54756E+11,Mary,Wambui,2048
702788849,Linda,Mwangi,50
2.54721E+11,Samuel,Mutua,1024
072899110M,Kevin,Mutua,2048
739385052,Rita,Kiptoo,350
750846111,Brian,Mutua,1024
749778004,Linda,Njoroge,3072
723314816,Cynthia,Mutua,1024
700735051,Jane,Wambui,100
742272521,Rita,Wambui,200
791276083,Ann,Kamau,350
2.54791E+11,Irene,Ochieng,5120
715718818,Cynthia,Wambui,5120
792827448,David,Kamau,2048
2.54741E+11,Rita,Mutua,5120
737418901,Alex,Kiptoo,5120
b74w006474,Mary,Korir,500
721943563,David,Achieng,1024
735112916,John,Kiptoo,3072
756573187,David,Otieno,350
2.54799E+11,Cynthia,Mwangi,1024
795887049,Alex,Wambui,350
X75n896665,Grace,Omondi,50
790095279,David,Kiptoo,3072
2.5474E+11,David,Mutiso,3072
072Z227450,Linda,Ochieng,500
753992132,Rita,Kariuki,100
2.54718E+11,Irene,Njoroge,1024
795492843,Linda,Wambui,350
722694,Mary,Kiptoo,200
2.54728E+11,Mary,Ochieng,2048
708430044,David,Wambui,3072
70,Cynthia,Njoroge,5120
773771144,John,Achieng,3072
749126546,Linda,Kariuki,5120
2.5479E+11,John,Kamau,3072
791330990,Irene,Omondi,1024
754162168,Samuel,Korir,1024
254E31119993,Grace,Korir,3072
074755364Y,Rita,Wambui,200
717803950,Brian,Achieng,100
7104240,Linda,Wambui,500
704189620,Irene,Mwangi,500
773108550,Mary,Odhiambo,2048
2.5475E+11,Kevin,Korir,2048
2.54717E+11,Ann,Ochieng,5120
254746,Brian,Mwangi,5120
792667000,Peter,Njoroge,2048
721333804,Irene,Kariuki,50
750128497,Daniel,Otieno,3072
2.54746E+11,Grace,Njoroge,3072
747970798,Daniel,Kiptoo,1024
2.54719E+11,Cynthia,Otieno,500
2.54716E+11,Brian,Ochieng,1024
2.54743E+11,Samuel,Kariuki,5120
71,Grace,Korir,50
749582888,Ann,Achieng,200
727617944,Ann,Otieno,50
720928444,John,Njoroge,100
716972080,Alex,Mutua,2048
735044799,Irene,Korir,3072
721944933,Irene,Achieng,500
797157914,Daniel,Njoroge,200
718540088,Irene,Kiptoo,500
2.54796E+11,John,Wambui,50
743916343,Ann,Njoroge,1024
796883183,Cynthia,Otieno,1024
702614080,Jane,Omondi,1024
2.54709E+11,Daniel,Kamau,100
2.54749E+11,Rita,Korir,3072
773653379,Peter,Otieno,5120
725779299,Kevin,Wambui,2048
2.54739E+11,Samuel,Kiptoo,200
743559212,Alex,Mwangi,100
724674711,Irene,Kariuki,100
709864130,Kevin,Ochieng,350
718765495,Ann,Korir,100
2.54709E+11,Grace,Mwangi,100
728201389,Kevin,Wambui,3072
716839292,Jane,Mutiso,1024
791780577,David,Kamau,2048
733363324,Samuel,Odhiambo,1024
708492961,Irene,Omondi,50
2.5478E+11,Kevin,Wambui,500
715360575,Rita,Odhiambo,2048
704155206,Brian,Mwangi,500
775664084,Linda,Wambui,100
733859967,Rita,Mutua,500
729425450,Brian,Mutua,350
2.54742E+11,Ann,Otieno,500
2.54772E+11,Mary,Omondi,5120
704497808,Ann,Kariuki,500
7246017,Grace,Korir,100
745463871,Brian,Njoroge,50
2.54727E+11,Alex,Omondi,3072
777091357,Cynthia,Otieno,2048
2.54705E+11,Rita,Wambui,100
759592652,Daniel,Mutiso,3072
742722639,John,Ochieng,5120
715880028,Daniel,Kariuki,50
716611453,Mary,Mwangi,500
722378083,Linda,Kamau,100
708664313,John,Wambui,2048
708365562,Mary,Wambui,50
2.54729E+11,Kevin,Achieng,3072
750034278,Alex,Korir,1024
725516789,Irene,Mutiso,500
2.547E+11,Daniel,Wambui,5120
0719y93z69,Grace,Achieng,3072
2.54745E+11,Irene,Ochieng,350
796795612,Daniel,Wambui,200
795886231,Brian,Ochieng,1024
733478274,Samuel,Kamau,50
79927,John,Wambui,50
727503801,Brian,Mutua,500
742795694,Grace,Mwangi,500
2.54798E+11,Irene,Wambui,50
2.54729E+11,Daniel,Mutua,200
2.54721E+11,Samuel,Kiptoo,2048
720776882,Alex,Ochieng,100
726807523,Brian,Omondi,100
740054258,Peter,Mutua,200
755036260,Grace,Otieno,1024
790940997,David,Mwangi,350
2.54739E+11,John,Kamau,5120
2.54758E+11,Ann,Njoroge,3072
776870180,Ann,Njoroge,500
734340872,Rita,Kamau,350
2.54721E+11,John,Njoroge,5120
747964449,David,Mutua,500
2.54717E+11,Linda,Mutua,50
793905808,Jane,Kariuki,5120
2.54726E+11,Mary,Mwangi,1024
2.54744E+11,Samuel,Korir,500
75,Linda,Mwangi,2048
744081916,David,Kiptoo,50
729334963,Alex,Njoroge,3072
702848774,John,Kiptoo,200
745887574,Cynthia,Kiptoo,500
2.54721E+11,Alex,Mutiso,350
733417085,Cynthia,Njoroge,5120
729775,Grace,Korir,2048
2.5471E+11,John,Ochieng,3072
740482157,Alex,Korir,500
756283438,Brian,Mutiso,50
2.54725E+11,Ann,Kamau,1024
794658996,Ann,Omondi,350
714752901,Irene,Achieng,200
702043374,Mary,Mwangi,500
25479,John,Mutiso,100
2.54716E+11,David,Otieno,50
25471178A991,Daniel,Mwangi,100
717605195,Alex,Wambui,500
2.54772E+11,Rita,Achieng,350
2.5479E+11,Jane,Mwangi,350
2.54798E+11,Peter,Wambui,5120
727176981,Irene,Omondi,2048
715227948,Jane,Mutua,50
797625,John,Mutua,350
796208754,John,Achieng,200
797353263,Alex,Mutiso,350
702010039,Daniel,Kamau,100
757042419,Kevin,Otieno,50
753820531,Kevin,Wambui,200
706782586,Ann,Kariuki,200
799165181,Samuel,Njoroge,200
744765340,Irene,Mwangi,500
723396906,Jane,Korir,50
711026185,John,Mutiso,500
7979763,David,Njoroge,1024
2.54796E+11,Jane,Achieng,3072
2.5471E+11,Alex,Korir,1024
2.54756E+11,Kevin,Kariuki,1024
718102262,John,Odhiambo,1024
2.54733E+11,Ann,Ochieng,2048
715983325,Linda,Mutiso,500
796681173,John,Njoroge,3072
715801077,Cynthia,Otieno,3072
2.54708E+11,Cynthia,Mutua,50
706380882,Daniel,Mutua,350
716334029,David,Kariuki,50
2.54797E+11,David,Kiptoo,5120
743235839,Cynthia,Kiptoo,1024
794141581,Grace,Otieno,1024
2.54753E+11,Ann,Mutua,200
741008412,Mary,Wambui,50
254724356z87,David,Achieng,500
711251861,Grace,Otieno,5120
711133466,Brian,Omondi,50
2.54716E+11,Alex,Korir,500
727724601,Samuel,Omondi,2048
V737448876,Peter,Ochieng,500
796346175,Rita,Achieng,1024
726149798,Kevin,Odhiambo,500
2.5473E+11,Kevin,Njoroge,1024
742208981,Irene,Mutiso,350
254741L24t26,Samuel,Otieno,1024
2547,Kevin,Njoroge,50
2.54747E+11,Jane,Korir,500
2.54796E+11,Linda,Kariuki,100
722608265,Irene,Korir,350
719676161,Mary,Mwangi,500
7401888,Kevin,Ochieng,100
2.547E+11,Peter,Otieno,350
727358527,Brian,Omondi,100
706101159,Cynthia,Kamau,500
711035378,Daniel,Kariuki,1024
2.54732E+11,Alex,Kariuki,5120
2547227324L0,John,Mwangi,500
719146664,Alex,Odhiambo,5120
709340347,Jane,Kamau,2048
707260740,Cynthia,Korir,200
799800943,Cynthia,Achieng,100
709742797,Cynthia,Kariuki,3072
2.54704E+11,Ann,Wambui,5120
791680147,John,Ochieng,3072
2.54737E+11,Ann,Kamau,50
720476968,Linda,Mutiso,3072
790029286,Irene,Kamau,1024
749261363,Daniel,Achieng,200
720852058,Peter,Kamau,500
776687804,Rita,Ochieng,2048
2.54717E+11,Peter,Kiptoo,50
743264456,Ann,Mwangi,50
707343155,Samuel,Mutua,1024
721986960,Alex,Wambui,5120
2.54729E+11,Ann,Achieng,5120
2.54757E+11,Linda,Omondi,350
755929546,Daniel,Otieno,100
727440816,Peter,Mwangi,5120
070c195422,Samuel,Mutua,350
796709739,Irene,Kariuki,100
2.54745E+11,Daniel,Otieno,2048
2.54777E+11,Brian,Wambui,500
718801465,Irene,Kariuki,50
2.54779E+11,Jane,Odhiambo,500
072b0853L9,Kevin,Kamau,3072
2.5479E+11,Samuel,Kiptoo,50
2.54751E+11,Alex,Achieng,2048
2.54709E+11,Brian,Kiptoo,200
2.54751E+11,Peter,Njoroge,5120
2547,Ann,Otieno,100
718324063,Brian,Korir,100
737229867,Cynthia,Mwangi,2048
724879182,John,Mutiso,1024
2.54779E+11,Grace,Odhiambo,200
748442361,Samuel,Odhiambo,50
723876465,John,Kamau,350
2.54758E+11,Kevin,Ochieng,200
2.54742E+11,David,Achieng,100
728549811,John,Kiptoo,200
74,Rita,Kiptoo,1024
748613184,Samuel,Njoroge,500
703739907,Irene,Kamau,3072
25471u5236N7,John,Odhiambo,3072
254777,Kevin,Kamau,350
2.54712E+11,Alex,Achieng,100
2547U5239259,Linda,Otieno,3072
0x93615219,Daniel,Omondi,500
731540103,Alex,Omondi,500
798163291,Linda,Wambui,3072
745277581,Peter,Njoroge,1024
723203345,Alex,Achieng,50
719023357,John,Kiptoo,350
755920415,Irene,Kiptoo,1024
752390830,Linda,Kariuki,100
738638065,Irene,Omondi,3072
742236120,Mary,Ochieng,350
2.54776E+11,Mary,Otieno,5120
727270907,Ann,Achieng,5120
798175158,Linda,Kiptoo,50
707333067,Cynthia,Njoroge,500
796210031,Mary,Omondi,2048
72,Linda,Otieno,5120
742423175,Rita,Omondi,5120
735097818,Peter,Njoroge,200
0748D856g2,Mary,Achieng,5120
757459773,Daniel,Ochieng,2048
700433490,Daniel,Kariuki,5120
07354r8575,Samuel,Kiptoo,2048
793293131,Irene,Kiptoo,50
713489463,Grace,Kiptoo,100
747289585,Jane,Otieno,5120
717106863,Jane,Ochieng,5120
706479319,Samuel,Kamau,50
710140548,Daniel,Kariuki,2048
718278762,Alex,Kamau,2048
745853160,Cynthia,Wambui,3072
712390316,Cynthia,Otieno,200
2.54754E+11,David,Omondi,350
718772348,Daniel,Njoroge,200
742535911,Mary,Njoroge,3072
2547R4880057,Brian,Odhiambo,1024
724327543,Rita,Omondi,200
725586630,Alex,Mutiso,2048
2.54791E+11,Cynthia,Omondi,100
713607428,Cynthia,Kariuki,500
792996197,Daniel,Korir,1024
719662911,Linda,Kamau,3072
758200062,Grace,Omondi,2048
254795,Rita,Omondi,350
254712869Z89,Peter,Ochieng,100
721631952,Linda,Kiptoo,1024
749391912,Jane,Kamau,2048
726759204,Cynthia,Njoroge,3072
730798999,Peter,Achieng,2048
770591608,Linda,Kariuki,350
714042408,Irene,Kamau,350
710080666,Peter,Kamau,1024
2.54729E+11,Peter,Kariuki,3072
710065040,Linda,Korir,1024
2.54701E+11,Rita,Korir,100
2.5475E+11,Brian,Kamau,500
2.54797E+11,Jane,Kamau,50
793414039,Kevin,Korir,100
749517632,Alex,Kariuki,500
750075388,Brian,Odhiambo,5120
758162400,Alex,Ochieng,200
725491901,Alex,Korir,5120
732840667,Samuel,Kariuki,2048
772160523,Cynthia,Achieng,3072
735287111,Linda,Otieno,500
75,Kevin,Mwangi,2048
711498637,Linda,Mutiso,350
2.54749E+11,Kevin,Otieno,100
2.54743E+11,Alex,Mwangi,1024
07271031z7,Kevin,Ochieng,100
729222086,Mary,Kariuki,350
2.54772E+11,Samuel,Kiptoo,50
711531147,Linda,Mutua,100
744503572,Kevin,Otieno,5120
792442109,John,Odhiambo,50
707138702,Peter,Kiptoo,3072
737336892,Rita,Mutua,350
2.547E+11,Ann,Ochieng,2048
745330645,David,Kamau,500
2.54702E+11,Ann,Kariuki,50
700117002,Samuel,Mutua,3072
796903381,Kevin,Omondi,3072
793368133,Cynthia,Mwangi,50
7309,Jane,Njoroge,2048
2.54718E+11,Daniel,Omondi,200
2.54792E+11,John,Otieno,2048
743102580,Samuel,Korir,500
740892701,Jane,Mutiso,3072
2.5471E+11,Alex,Omondi,500
714279584,Brian,Omondi,100
747862675,Peter,Kiptoo,500
798479092,John,Achieng,5120
797676095,Daniel,Kariuki,5120
2.54714E+11,Grace,Mutiso,2048
2.54718E+11,Ann,Kamau,3072
2.5473E+11,Linda,Kamau,350
794944390,Cynthia,Korir,2048
2.54791E+11,Kevin,Kamau,2048
2.54797E+11,Grace,Kiptoo,100
2.54718E+11,Kevin,Ochieng,100
2.54729E+11,Alex,Kamau,100
727077109,Linda,Njoroge,1024
2.54749E+11,Samuel,Mutiso,3072
700790748,Linda,Kiptoo,50
79397,Samuel,Mutiso,2048
2.54701E+11,Irene,Wambui,350
2.54746E+11,Jane,Wambui,1024
2.54712E+11,John,Otieno,50
2.54731E+11,Rita,Mutua,100
794441501,Ann,Korir,3072
753869433,Jane,Wambui,3072
728821443,David,Odhiambo,2048
2.54712E+11,Kevin,Mwangi,5120
743103940,Daniel,Mutiso,500
706026709,Cynthia,Kariuki,2048
776986941,Mary,Kamau,3072
25472282V623,Kevin,Wambui,200
748772333,Jane,Otieno,100
2.54743E+11,Grace,Odhiambo,2048
741438514,Rita,Otieno,350
798116305,Samuel,Mutua,500
759350639,Rita,Kiptoo,500
752069353,Alex,Mutua,3072
2.54701E+11,David,Mutiso,350
2.54714E+11,Rita,Omondi,1024
079w561375,Jane,Wambui,100
2.54701E+11,Samuel,Achieng,2048
7330,Alex,Omondi,100
745420268,Kevin,Njoroge,50
2.54712E+11,Grace,Korir,3072
2.54702E+11,Linda,Njoroge,3072
2.5474E+11,Brian,Mutua,2048
735862775,John,Mutiso,2048
2.5479E+11,Jane,Korir,3072
775877613,Rita,Mwangi,100
706029268,Rita,Mutua,5120
726367580,Irene,Omondi,2048
744063431,Linda,Achieng,3072
777233403,Alex,Wambui,100
792196552,Alex,Odhiambo,350
718839171,Samuel,Mutiso,2048
701235015,Irene,Kariuki,200
723478468,Irene,Mutiso,200
752866082,John,Otieno,50
705419904,Kevin,Mutua,50
2.54702E+11,Linda,Mutiso,3072
720710454,Rita,Kiptoo,500
794633427,Cynthia,Ochieng,500
749321767,Kevin,Otieno,100
2.5472E+11,Peter,Odhiambo,50
792794294,Samuel,Ochieng,1024
733468860,Mary,Otieno,2048
2.54712E+11,Jane,Omondi,2048
726424677,Daniel,Mutiso,3072
2.54717E+11,Kevin,Achieng,350
0G54785934,Jane,Kariuki,3072
2.54743E+11,Daniel,Kiptoo,200
703678469,Peter,Kiptoo,1024
726936521,Peter,Mutua,100
2.54753E+11,Ann,Otieno,5120
2.54702E+11,Irene,Odhiambo,500
707742070,Linda,Ochieng,350
770186097,Peter,Kariuki,5120
715497772,Grace,Achieng,2048
743139429,Kevin,Wambui,100
07187368n0,Daniel,Mwangi,100
748769296,David,Mwangi,200
2.54752E+11,Ann,Mwangi,5120
779253260,Jane,Ochieng,1024
2.54746E+11,Irene,Mwangi,2048
731078859,Mary,Achieng,500
720297374,Irene,Mwangi,200
726597154,Peter,Mutiso,50
732255707,Jane,Korir,200
2.54707E+11,Brian,Omondi,3072
72,Ann,Otieno,500
728116128,Grace,Odhiambo,350
745924078,Linda,Korir,500
754955882,Grace,Njoroge,2048
793978288,Grace,Wambui,1024
711335751,Samuel,Mutiso,350
747669699,Rita,Mutua,350
792411766,Samuel,Korir,5120
796234494,Peter,Wambui,3072
748694783,Samuel,Omondi,350
791439301,Rita,Mutua,500
704307,Linda,Mutua,5120
717441330,Rita,Kariuki,350
749661625,Jane,Mutua,50
2.5472E+11,John,Mutiso,2048
705677,Brian,Mutua,5120
741544893,Ann,Kamau,2048
079217G655,Rita,Mutiso,3072
719522927,Irene,Otieno,500
2.54778E+11,John,Otieno,200
710913583,Kevin,Kamau,3072
794946203,Rita,Mutua,2048
727574490,Irene,Mutiso,3072
773216511,Mary,Njoroge,100
796797788,Irene,Kariuki,200
749509803,Rita,Kamau,200
743487859,John,Ochieng,3072
2.54741E+11,Mary,Mutua,350
772087286,Grace,Kariuki,50
700019450,Grace,Mutua,100
254,Cynthia,Kariuki,350
717397321,Samuel,Kiptoo,2048
71376,Daniel,Mutiso,3072
25470437O792,Brian,Achieng,1024
2.54738E+11,Jane,Mutiso,500
2.54722E+11,Cynthia,Kiptoo,200
703001613,Daniel,Kiptoo,200
716836502,Mary,Otieno,2048
738677235,Rita,Ochieng,350
792152887,Daniel,Kariuki,2048
741387366,Cynthia,Wambui,500
747302680,Samuel,Mutiso,100
748608492,Jane,Mutua,50
754276072,Ann,Odhiambo,2048
2.5475E+11,Mary,Njoroge,5120
2.54724E+11,David,Njoroge,2048
2.54713E+11,Daniel,Korir,350
2.54729E+11,Samuel,Mutiso,500
759023837,Ann,Odhiambo,3072
2.54772E+11,Irene,Odhiambo,200
2.54742E+11,Jane,Njoroge,1024
727613969,John,Odhiambo,350
25474759941V,Cynthia,Omondi,1024
729886332,Grace,Otieno,200
779884951,Cynthia,Kamau,100
706235120,Irene,Mutiso,100
757532576,Kevin,Kariuki,5120
743247534,Daniel,Kariuki,100
2.54744E+11,Cynthia,Wambui,5120
753256745,Peter,Kiptoo,500
702693617,Daniel,Mutiso,50
2.54727E+11,Grace,Mutiso,5120
2547465u8677,Brian,Mutua,200
713437843,Ann,Kamau,50
701845890,John,Korir,200
707016114,David,Omondi,1024
714730288,Ann,Korir,200
732167625,Cynthia,Mwangi,500
2.5479E+11,Ann,Otieno,5120
709419644,Grace,Wambui,500
796850519,John,Kariuki,50
719236720,Samuel,Otieno,1024
703348705,Samuel,Kiptoo,350
709474278,Linda,Njoroge,2048
077560g088,Samuel,Ochieng,500
793509125,Grace,Odhiambo,200
795658027,Daniel,Njoroge,1024
740310141,Brian,Wambui,50
711500804,Irene,Mutiso,50
2.54798E+11,David,Ochieng,1024
770998801,Jane,Achieng,3072
071910s03x,Grace,Kariuki,100
700123504,Ann,Kiptoo,200
701469894,Daniel,Mwangi,350
715597567,Ann,Korir,3072
70158,Grace,Mutua,3072
2.54708E+11,Linda,Njoroge,100
722200454,Irene,Mwangi,5120
707897798,Daniel,Otieno,50
748282277,Kevin,Mwangi,2048
796630983,Peter,Kamau,200
2547134,Peter,Kariuki,200
743077996,Jane,Mutua,50
700298362,Rita,Omondi,2048
759706504,Rita,Achieng,5120
771633375,Samuel,Korir,100
747066371,Ann,Kariuki,5120
07068V8631,Alex,Achieng,2048
725809633,Rita,Mutiso,50
745620545,Daniel,Mutua,2048
070N933W19,Grace,Mutua,500
2.548E+11,Alex,Kariuki,500
702397912,Linda,Otieno,500
720099546,Samuel,Ochieng,5120
795236808,Rita,Korir,1024
795682619,Brian,Kariuki,500
0F47288028,David,Mutua,3072
725055619,Kevin,Odhiambo,500
749180849,Alex,Mutua,200
797160332,David,Otieno,2048
759287570,Samuel,Otieno,3072
709025589,David,Mwangi,50
2.54791E+11,Rita,Achieng,100
254,Rita,Ochieng,5120
749130487,John,Omondi,350
711344009,Linda,Odhiambo,3072
797517187,Jane,Achieng,350
726757507,Ann,Odhiambo,100
744727805,Ann,Odhiambo,350
715986000,Mary,Achieng,200
711140455,Alex,Otieno,2048
705118631,Cynthia,Otieno,3072
790635152,Ann,Otieno,200
725236868,Jane,Omondi,50
2.54724E+11,Rita,Mutiso,1024
791638888,Cynthia,Kariuki,100
2.54703E+11,Linda,Kariuki,5120
732284746,Mary,Wambui,50
2.54741E+11,Rita,Wambui,350
744576880,Cynthia,Kariuki,3072
742332715,Rita,Achieng,50
2.54747E+11,Cynthia,Odhiambo,2048
708018424,Ann,Odhiambo,50
710450358,Ann,Kiptoo,500
705673964,David,Mwangi,100
794428092,Grace,Korir,2048
747993690,Irene,Njoroge,50
2.54717E+11,Mary,Otieno,5120
707714791,Alex,Njoroge,3072
25474825,David,Kiptoo,5120
703311433,Brian,Njoroge,3072
708145642,Cynthia,Kiptoo,50
738775297,Alex,Achieng,350
719416026,Daniel,Korir,3072
740571101,Daniel,Ochieng,3072
714660982,Jane,Ochieng,5120
2.54743E+11,Irene,Achieng,5120
791840972,Linda,Achieng,5120
755774395,Brian,Kamau,350
721448857,Jane,Njoroge,1024
745847170,Jane,Mwangi,2048
2.54746E+11,Daniel,Kiptoo,500
25472b6885B8,Cynthia,Kiptoo,200
2.5472E+11,Irene,Mwangi,100
2.54731E+11,Cynthia,Korir,50
733792478,Alex,Kiptoo,3072
2.54712E+11,Cynthia,Mutua,500
726017363,Grace,Odhiambo,100
2.5479E+11,Grace,Omondi,100
70499,Peter,Mutiso,2048
2.54794E+11,Grace,Kamau,5120
721385490,Cynthia,Ochieng,50
716724812,Mary,Kamau,1024
2547339j893j,Kevin,Achieng,1024
2547972,David,Kariuki,50
758878192,Irene,Kariuki,200
2.5472E+11,Jane,Mutiso,5120
791682032,John,Wambui,1024
703756432,Kevin,Njoroge,100
717216697,Ann,Otieno,3072
738919344,Kevin,Kariuki,200
721104461,Irene,Njoroge,2048
714531045,Kevin,Wambui,100
796989,Ann,Kamau,2048
700965993,Jane,Kiptoo,50
2.54777E+11,John,Mwangi,1024
732,Jane,Mwangi,350
713244189,Ann,Mwangi,500
728882075,Grace,Achieng,5120
703164599,Irene,Wambui,3072
2.54753E+11,Samuel,Mwangi,5120
749378015,Samuel,Wambui,350
2.54798E+11,Brian,Mwangi,3072
2.54701E+11,Jane,Korir,500
728265440,Samuel,Ochieng,100
796759880,Peter,Achieng,350
2.54741E+11,Peter,Mwangi,100
070h810291,Peter,Otieno,500
2.54702E+11,Ann,Kariuki,350
7037876,Samuel,Mwangi,200
779926739,Kevin,Kariuki,5120
746798720,Mary,Korir,50
2.54709E+11,Cynthia,Odhiambo,1024
759111497,Brian,Otieno,200
2.54724E+11,Daniel,Mutua,350
757796130,Brian,Ochieng,100
779134523,Linda,Kamau,1024
717785532,Alex,Ochieng,500
704168320,Cynthia,Ochieng,350
2.54706E+11,David,Mwangi,100
741843306,Kevin,Mutiso,2048
705191367,Brian,Ochieng,2048
703009740,Kevin,Achieng,350
700429645,David,Achieng,350
708261185,Mary,Mwangi,2048
725268977,Brian,Njoroge,200
2.54742E+11,Ann,Korir,350
0756798d17,Jane,Njoroge,50
799835253,Ann,Achieng,50
723114563,Cynthia,Mutua,3072
072524w656,Brian,Odhiambo,2048
718544024,Mary,Achieng,200
2.54716E+11,Alex,Mwangi,200
795113740,David,Kamau,2048
704393891,Irene,Korir,3072
715286058,Ann,Njoroge,100
728084072,Peter,Ochieng,100
2.54714E+11,Daniel,Achieng,3072
2.54771E+11,Rita,Odhiambo,1024
711220348,Cynthia,Otieno,5120
0700b2445J,Ann,Achieng,2048
2.54749E+11,John,Omondi,3072
25474,Irene,Mutua,100
0724687y75,Irene,Mutiso,2048
798351477,Peter,Wambui,2048
750349161,Alex,Mutua,350
728926729,Grace,Kamau,500
734793517,Jane,Kamau,5120
790438228,Mary,Kariuki,5120
0v09r50755,Peter,Ochieng,50
743449920,Brian,Achieng,5120
755916726,Rita,Otieno,50
2.54741E+11,Kevin,Odhiambo,3072
711119118,Grace,Otieno,50
2.54718E+11,David,Mutua,200
735235090,Linda,Achieng,350
728848190,Irene,Wambui,50
714772830,Samuel,Mutiso,100
703217240,Mary,Omondi,3072
